m/z	id	match_form	mz_difference	name	pathway
208.0659	C11173	M+H+Na[2+]	-0.001	SN-38	Drug metabolism - other enzymes
208.1616	C01259	M(Cl37)+H[1+]	0.0019	3-Hydroxy-N6,N6,N6-trimethyl-L-lysine	Lysine metabolism
209.0225	C05576	M+K[1+]	0.0018	3,4-Dihydroxyphenylethyleneglycol	Tyrosine metabolism
210.0966	C00328	M(C13)+H[1+]	0.0011	L-Kynurenine; 3-Anthraniloyl-L-alanine	Tryptophan metabolism
210.0966	C05647	M(C13)+H[1+]	0.0011	Formyl-5-hydroxykynurenamine	Tryptophan metabolism
210.1691	C15780	M+H+Na[2+]	0.0012	5-Dehydroepisterol	Squalene and cholesterol biosynthesis
210.1691	C15816	M+H+Na[2+]	0.0012	3-Keto-4-methylzymosterol	
211.063	C02147	M(Cl37)+H[1+]	-0.0007	Dihydrolipoate; Dihydrolipoic acid; Dihydrothioctic acid	Ascorbate (Vitamin C) and Aldarate Metabolism
211.063	C02147	M(S34)+H[1+]	0.0007	Dihydrolipoate; Dihydrolipoic acid; Dihydrothioctic acid	Ascorbate (Vitamin C) and Aldarate Metabolism
211.063	CE2152	M+K[1+]	0.0002		Tryptophan metabolism
212.1634	C01561	M+H+Na[2+]	-0.0019	Calcidiol; 25-Hydroxyvitamin D3; Calcifediol; Calcifediol anhydrous	Vitamin D3 (cholecalciferol) metabolism
212.1634	C05455	M+H+Na[2+]	-0.0019	7alpha-Hydroxycholest-4-en-3-one	Bile acid biosynthesis
212.9727	C02734	M+K[1+]	0.0017	Phenolic phosphate; Phenylphosphate	Benzoate degradation via CoA ligation
213.0747	C00062	M+K[1+]	0.0002	L-Arginine; (S)-2-Amino-5-guanidinovaleric acid	Alanine and Aspartate Metabolism$Glycine, serine, alanine and threonine metabolism$Vitamin B3 (nicotinate and nicotinamide) metabolism$Arginine and Proline Metabolism$Aspartate and asparagine metabolism$Urea cycle/amino group metabolism
213.0747	C00792	M+K[1+]	0.0002	D-Arginine; D-2-Amino-5-guanidinovaleric acid	
213.09	C01674	M+2H[2+]	-0.0019	Chitobiose	Sialic acid metabolism
213.108	C06423	M+HCOONa[1+]	-0.0017	Octanoic acid; Caprylic acid; Octylic acid	Fatty acid activation
213.1089	C06423	M+HCOONa[1+]	-0.0008	Octanoic acid; Caprylic acid; Octylic acid	Fatty acid activation
213.5447	C05983	M+H+Na[2+]	0.0018	Propinol adenylate; Propionyladenylate	Propanoate metabolism
214.0251	C00672	M[1+]	0.0009	2-Deoxy-D-ribose 1-phosphate; 2-Deoxy-alpha-D-ribose 1-phosphate	Pyrimidine metabolism$Purine metabolism
214.0251	C00673	M[1+]	0.0009	2-Deoxy-D-ribose 5-phosphate	Pentose phosphate pathway
214.0251	C00954	M+K[1+]	-0.001	Indole-3-acetate; Indole-3-acetic acid; (Indol-3-yl)acetate; Indoleacetate; Indoleacetic acid	Tryptophan metabolism
214.0251	C05634	M+K[1+]	-0.001	5-Hydroxyindoleacetaldehyde	Tryptophan metabolism
214.0251	C16637	M[1+]	0.0009	5-Deoxyribose-1-phosphate; 5-Deoxy-alpha-D-ribose-1-phosphate	
214.0508	C02712	M+Na[1+]	-0.0001	N-Acetylmethionine	Methionine and cysteine metabolism
214.1791	C05452	M+H+Na[2+]	-0.0019	3alpha,7alpha-Dihydroxy-5beta-cholestane; 5beta-Cholestane-3alpha,7alpha-diol	Bile acid biosynthesis$C21-steroid hormone biosynthesis and metabolism
217.0005	C16630	M+HCOOK[1+]	-0.0016	5,6-Dihydro-5-fluorouracil; 5-Fluorodihydrouracil	Drug metabolism - other enzymes
217.0301	C00191	M+Na[1+]	-0.0019	D-Glucuronate; Glucuronic acid; Glucuronate	Phosphatidylinositol phosphate metabolism$Pentose and Glucuronate Interconversions$Chondroitin sulfate degradation$Hyaluronan Metabolism$Heparan sulfate degradation$Ascorbate (Vitamin C) and Aldarate Metabolism$Porphyrin metabolism
217.0301	C00618	M+Na[1+]	-0.0019	3-Dehydro-L-gulonate	Pentose and Glucuronate Interconversions
217.0301	C00672	M(Cl37)+H[1+]	0.0014	2-Deoxy-D-ribose 1-phosphate; 2-Deoxy-alpha-D-ribose 1-phosphate	Pyrimidine metabolism$Purine metabolism
217.0301	C00673	M(Cl37)+H[1+]	0.0014	2-Deoxy-D-ribose 5-phosphate	Pentose phosphate pathway
217.0301	C01087	M+HCOONa[1+]	-0.0018	(R)-2-Hydroxyglutarate	
217.0301	C02266	M+HCOONa[1+]	-0.0018		
217.0301	C02630	M+HCOONa[1+]	-0.0018	2-Hydroxyglutarate	Aspartate and asparagine metabolism
217.0301	C03196	M+HCOONa[1+]	-0.0018	(S)-2-Hydroxyglutarate	
217.0301	C06055	M(C13)+H[1+]	-0.0001	O-Phospho-4-hydroxy-L-threonine; 4-(Phosphonooxy)-threonine; 4-(Phosphonooxy)-L-threonine	Glycine, serine, alanine and threonine metabolism
217.0301	C06472	M+Na[1+]	-0.0019	L-Iduronic acid	Chondroitin sulfate degradation$Heparan sulfate degradation
217.0301	C16637	M(Cl37)+H[1+]	0.0014	5-Deoxyribose-1-phosphate; 5-Deoxy-alpha-D-ribose-1-phosphate	
218.1049	C00978	M[1+]	-0.0006	N-Acetylserotonin; N-Acetyl-5-hydroxytryptamine	Tryptophan metabolism
219.0515	C05636	M+K[1+]	-0.0012	3-Hydroxykynurenamine	Tryptophan metabolism
219.0515	C05638	M+K[1+]	-0.0012	5-Hydroxykynurenamine	Tryptophan metabolism
219.0515	tymsf	M(C13)+H[1+]	-0.0001	Tyramine O-sulfate	Tyrosine metabolism
220.0421	C00242	M+HCOONa[1+]	-0.002	Guanine; 2-Amino-6-hydroxypurine	Urea cycle/amino group metabolism$Purine metabolism
220.0421	tymsf	M(S34)+H[1+]	-0.0019	Tyramine O-sulfate	Tyrosine metabolism
220.1634	C01673	M+H+Na[2+]	0.0006	Calcitriol	Vitamin D3 (cholecalciferol) metabolism
220.1634	C05457	M+H+Na[2+]	0.0006	7alpha,12alpha-Dihydroxycholest-4-en-3-one	Bile acid biosynthesis
220.1634	C17331	M+H+Na[2+]	0.0006		Bile acid biosynthesis
220.1634	C17332	M+H+Na[2+]	0.0006		Bile acid biosynthesis
220.1634	C17333	M+H+Na[2+]	0.0006		Bile acid biosynthesis
220.1634	C17336	M+H+Na[2+]	0.0006		Bile acid biosynthesis
220.1634	C17339	M+H+Na[2+]	0.0006		Bile acid biosynthesis
220.1634	CE1337	M+H+Na[2+]	0.0006	24,25-Dihydroxyvitamin D3	Vitamin D3 (cholecalciferol) metabolism
220.1634	CE2201	M+H+Na[2+]	0.0006	23S,25-dihydroxyvitamin D3	Vitamin D3 (cholecalciferol) metabolism
221.0881	C00140	M[1+]	-0.0018	N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc	Galactose metabolism$Sialic acid metabolism$Hyaluronan Metabolism$N-Glycan Degradation$Aminosugars metabolism$Heparan sulfate degradation$Keratan sulfate degradation
221.0881	C00645	M[1+]	-0.0018	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose	Aminosugars metabolism$Sialic acid metabolism
221.0881	C01132	M[1+]	-0.0018	N-Acetyl-D-galactosamine; N-Acetyl-D-chondrosamine; 2-Acetamido-2-deoxy-D-galactose	Glycosphingolipid metabolism$Sialic acid metabolism$Chondroitin sulfate degradation$Glycosphingolipid biosynthesis - ganglioseries$Aminosugars metabolism$Glycosphingolipid biosynthesis - globoseries
221.1526	CE7072	M(C13)+2H[2+]	0.0012	13'-carboxy-gama-tocotrienol	Vitamin E metabolism
221.5757	C00504	M+2H[2+]	-0.0014	Folate; Pteroylglutamic acid; Folic acid	Vitamin B9 (folate) metabolism
222.0766	CE5626	M[1+]	-0.0	salsolinol 1-carboxylate	Tyrosine metabolism
222.0768	C00504	M(C13)+2H[2+]	-0.002	Folate; Pteroylglutamic acid; Folic acid	Vitamin B9 (folate) metabolism
222.0768	CE5626	M[1+]	0.0002	salsolinol 1-carboxylate	Tyrosine metabolism
224.0945	C00101	M(C13)+2H[2+]	0.0	Tetrahydrofolate; 5,6,7,8-Tetrahydrofolate; Tetrahydrofolic acid; THF; (6S)-Tetrahydrofolate; (6S)-Tetrahydrofolic acid; (6S)-THFA	Purine metabolism$Vitamin B9 (folate) metabolism$Glycine, serine, alanine and threonine metabolism$Methionine and cysteine metabolism$Urea cycle/amino group metabolism$Selenoamino acid metabolism$Histidine metabolism
224.0945	C00140	M(Cl37)+H[1+]	0.0001	N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc	Galactose metabolism$Sialic acid metabolism$Hyaluronan Metabolism$N-Glycan Degradation$Aminosugars metabolism$Heparan sulfate degradation$Keratan sulfate degradation
224.0945	C00140	M(S34)+H[1+]	0.0015	N-Acetyl-D-glucosamine; N-Acetylchitosamine; 2-Acetamido-2-deoxy-D-glucose; GlcNAc	Galactose metabolism$Sialic acid metabolism$Hyaluronan Metabolism$N-Glycan Degradation$Aminosugars metabolism$Heparan sulfate degradation$Keratan sulfate degradation
224.0945	C00645	M(Cl37)+H[1+]	0.0001	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose	Aminosugars metabolism$Sialic acid metabolism
224.0945	C00645	M(S34)+H[1+]	0.0015	N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose	Aminosugars metabolism$Sialic acid metabolism
224.0945	C01132	M(Cl37)+H[1+]	0.0001	N-Acetyl-D-galactosamine; N-Acetyl-D-chondrosamine; 2-Acetamido-2-deoxy-D-galactose	Glycosphingolipid metabolism$Sialic acid metabolism$Chondroitin sulfate degradation$Glycosphingolipid biosynthesis - ganglioseries$Aminosugars metabolism$Glycosphingolipid biosynthesis - globoseries
224.0945	C01132	M(S34)+H[1+]	0.0015	N-Acetyl-D-galactosamine; N-Acetyl-D-chondrosamine; 2-Acetamido-2-deoxy-D-galactose	Glycosphingolipid metabolism$Sialic acid metabolism$Chondroitin sulfate degradation$Glycosphingolipid biosynthesis - ganglioseries$Aminosugars metabolism$Glycosphingolipid biosynthesis - globoseries
224.1575	CE4753	M+2H[2+]	0.0013	dynorphin B (10-13)	Dynorphin metabolism
225.0596	C05645	M(C13)+H[1+]	0.0008	4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate	Tryptophan metabolism
225.9861	C00346	M+HCOOK[1+]	-0.0016	Ethanolamine phosphate; O-Phosphorylethanolamine; Phosphoethanolamine; O-Phosphoethanolamine	Glycosphingolipid metabolism$Glycerophospholipid metabolism
226.0693	C16365	M[1+]	-0.0009	5-Acetylamino-6-formylamino-3-methyluracil; AFMU	Caffeine metabolism
226.1788	C11509	M+H+Na[2+]	-0.0022	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde	
227.0321	C02617	M+HCOONa[1+]	0.0006		Xenobiotics metabolism
227.0321	C05673	M+H+Na[2+]	0.0011	CMP-2-aminoethylphosphonate; CMPciliatine	Aminosugars metabolism$Glycerophospholipid metabolism
227.0321	C14783	M+HCOONa[1+]	0.0006		Xenobiotics metabolism
227.0825	C03227	M(Cl37)+H[1+]	-0.0017	3-Hydroxy-L-kynurenine	Tryptophan metabolism
227.0825	C03227	M(S34)+H[1+]	-0.0003	3-Hydroxy-L-kynurenine	Tryptophan metabolism
227.0825	C05651	M(Cl37)+H[1+]	-0.0017	5-Hydroxykynurenine; 5-Hydroxy-L-kynurenine	Tryptophan metabolism
227.0825	C05651	M(S34)+H[1+]	-0.0003	5-Hydroxykynurenine; 5-Hydroxy-L-kynurenine	Tryptophan metabolism
227.0851	C03227	M(Cl37)+H[1+]	0.0009	3-Hydroxy-L-kynurenine	Tryptophan metabolism
227.0851	C05651	M(Cl37)+H[1+]	0.0009	5-Hydroxykynurenine; 5-Hydroxy-L-kynurenine	Tryptophan metabolism
227.1246	C01601	M+HCOONa[1+]	-0.0008		Linoleate metabolism
228.028	C00624	M+K[1+]	0.0015	N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid	Urea cycle/amino group metabolism
228.028	C02470	M+Na[1+]	0.0012	Xanthurenic acid; Xanthurenate	Tryptophan metabolism
228.028	C03287	M+H[1+]	0.0012	L-Glutamyl 5-phosphate; L-Glutamate 5-phosphate	Urea cycle/amino group metabolism$Aspartate and asparagine metabolism
229.1124	C00386	M(Cl37)+H[1+]	0.0013	Carnosine; Nalpha-(beta-alanyl)-L-histidine	Beta-Alanine metabolism$Histidine metabolism
229.1124	C06486	M(Cl37)+H[1+]	0.0013	(6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-	
230.1016	C00318	M+HCOONa[1+]	0.0017	L-Carnitine; L-gamma-Trimethyl-beta-hydroxybutyrobetaine; Vitamin BT; 3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium hydroxide, inner salt; Levocarnitine; (R)-Carnitine	Saturated fatty acids beta-oxidation$Lysine metabolism$Carnitine shuttle$Fatty Acid Metabolism
230.1742	C05446	M+H+Na[2+]	-0.0017	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane; 5beta-Cholestane-3alpha,7alpha,12alpha,26-tetraol; 5beta-Cholestane-3alpha,7alpha,12alpha,26-tetrol	Bile acid biosynthesis$C21-steroid hormone biosynthesis and metabolism
230.1742	CE0232	M+H+Na[2+]	-0.0017	5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol	Bile acid biosynthesis
230.1742	CE1272	M+H+Na[2+]	-0.0017	5beta-cholestane-3alpha,7alpha,12alpha,25-tetrol	Bile acid biosynthesis
231.0422	C01107	M(Cl37)+H[1+]	-0.0022	(R)-5-Phosphomevalonate; (R)-5-Phosphomevaloonic acid; (R)-Mevalonic acid 5-phosphate	Squalene and cholesterol biosynthesis
231.0422	C01107	M(S34)+H[1+]	-0.0008	(R)-5-Phosphomevalonate; (R)-5-Phosphomevaloonic acid; (R)-Mevalonic acid 5-phosphate	Squalene and cholesterol biosynthesis
232.0707	C16420	M+Na[1+]	0.0014	4-Acetamido-2-amino-6-nitrotoluene	
232.0807	C05932	M+H[1+]	-0.0009	N-Succinyl-L-glutamate 5-semialdehyde; (2S)-2-(3-Carboxypropanoylamino)-5-oxopentanoic acid	Aspartate and asparagine metabolism
232.082	C05932	M+H[1+]	0.0004	N-Succinyl-L-glutamate 5-semialdehyde; (2S)-2-(3-Carboxypropanoylamino)-5-oxopentanoic acid	Aspartate and asparagine metabolism
236.0683	C02442	M+HCOOK[1+]	0.0	N-Methyltyramine	Tyrosine metabolism
236.0683	C03711	M+HCOOK[1+]	0.0	N-Methylphenylethanolamine	Urea cycle/amino group metabolism
236.0683	C05588	M+K[1+]	0.0003	L-Metanephrine	Tyrosine metabolism
236.0944	C04776	M+2H[2+]	-0.0003	D-Galactosyl-3-(N-acetyl-beta-D-galactosaminyl)-L-serine	Sialic acid metabolism
236.0944	C06868	M[1+]	-0.0006	Carbamazepine	Drug metabolism - cytochrome P450
236.0944	CE5627	M[1+]	0.0021	salsoline-1-carboxylate	Tyrosine metabolism
236.9561	C04309	M+K[1+]	0.0004	Phosphoenol-4-deoxy-3-tetrulosonate	
238.0668	C00314	M+HCOONa[1+]	-0.0018	Pyridoxine; Pyridoxol	Vitamin B6 (pyridoxine) metabolism
238.0668	C00547	M+HCOONa[1+]	-0.0018	L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol	Tyrosine metabolism$Urea cycle/amino group metabolism
238.0668	C05674	M(C13)+2H[2+]	-0.0023	CMP-N-trimethyl-2-aminoethylphosphonate; CMP-2-trimethylaminoethylphosphonate	Aminosugars metabolism$Glycerophospholipid metabolism$Sialic acid metabolism
238.0697	C00314	M+HCOONa[1+]	0.0011	Pyridoxine; Pyridoxol	Vitamin B6 (pyridoxine) metabolism
238.0697	C00547	M+HCOONa[1+]	0.0011	L-Noradrenaline; Noradrenaline; Norepinephrine; Arterenol; 4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol	Tyrosine metabolism$Urea cycle/amino group metabolism
238.0697	C05674	M(C13)+2H[2+]	0.0006	CMP-N-trimethyl-2-aminoethylphosphonate; CMP-2-trimethylaminoethylphosphonate	Aminosugars metabolism$Glycerophospholipid metabolism$Sialic acid metabolism
241.1004	C07501	M(Cl37)+H[1+]	0.0005	Felbamate	Drug metabolism - cytochrome P450
241.1004	C07501	M(S34)+H[1+]	0.0019	Felbamate	Drug metabolism - cytochrome P450
242.0444	C14040	M+HCOONa[1+]	0.002	1-Nitronaphthalene	Xenobiotics metabolism
242.065	C01250	M+HCOONa[1+]	0.0015	N-Acetyl-L-glutamate 5-semialdehyde; 2-Acetamido-5-oxopentanoate	Urea cycle/amino group metabolism
242.0764	C03771	M+HCOONa[1+]	0.0017	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate	
242.1023	C00864	M+Na[1+]	0.0023	Pantothenate; Pantothenic acid; (R)-Pantothenate	CoA Catabolism$Vitamin B5 - CoA biosynthesis from pantothenate
242.105	C00268	M(Cl37)+H[1+]	-0.0013	Dihydrobiopterin; 6,7-Dihydrobiopterin; Quinoid-dihydrobiopterin; (6R)-6-(L-erythro-1,2-Dihydroxypropyl)-7,8-dihydro-6H-pterin	Tyrosine metabolism$Tryptophan metabolism$Biopterin metabolism
242.105	C00268	M(S34)+H[1+]	0.0001	Dihydrobiopterin; 6,7-Dihydrobiopterin; Quinoid-dihydrobiopterin; (6R)-6-(L-erythro-1,2-Dihydroxypropyl)-7,8-dihydro-6H-pterin	Tyrosine metabolism$Tryptophan metabolism$Biopterin metabolism
242.105	C02953	M(Cl37)+H[1+]	-0.0013	7,8-Dihydrobiopterin	
242.105	C02953	M(S34)+H[1+]	0.0001	7,8-Dihydrobiopterin	
242.105	C04244	M(Cl37)+H[1+]	-0.0013	6-Lactoyl-5,6,7,8-tetrahydropterin	Biopterin metabolism
242.105	C04244	M(S34)+H[1+]	0.0001	6-Lactoyl-5,6,7,8-tetrahydropterin	Biopterin metabolism
244.0434	C01042	M+HCOONa[1+]	0.0006	N-Acetyl-L-aspartate	Alanine and Aspartate Metabolism
244.0434	C01045	M+HCOONa[1+]	0.0006	N-Formyl-L-glutamate	Vitamin B9 (folate) metabolism
244.0434	C05520	M+HCOONa[1+]	0.0006	2-Amino-3-oxoadipate; 2-Amino-3-oxohexanedioic acid	Porphyrin metabolism
244.1171	C01259	M+K[1+]	-0.0009	3-Hydroxy-N6,N6,N6-trimethyl-L-lysine	Lysine metabolism
244.1171	C11134	M+H+Na[2+]	-0.0017	Testosterone glucuronide; Testosterone 17beta-(beta-D-glucuronide)	Androgen and estrogen biosynthesis and metabolism
244.1171	tststeroneglc	M+H+Na[2+]	-0.0017	testosterone glucuronide	C21-steroid hormone biosynthesis and metabolism
244.2256	C02567	M[1+]	-0.0007	N1-Acetylspermine	Aspartate and asparagine metabolism
245.0756	C00299	M+H[1+]	-0.0012	Uridine	Pyrimidine metabolism
246.0168	C01252	M+K[1+]	0.0008	4-(2-Aminophenyl)-2,4-dioxobutanoate	Tryptophan metabolism
246.0168	C05637	M+HCOOK[1+]	0.0005	4,8-Dihydroxyquinoline; Quinoline-4,8-diol	Tryptophan metabolism
246.0168	C05639	M+HCOOK[1+]	0.0005	4,6-Dihydroxyquinoline; Quinoline-4,6-diol	Tryptophan metabolism
246.0168	C14801	M+K[1+]	0.0008	1-Nitro-5,6-dihydroxy-dihydronaphthalene; 1,2-Dihydro-5-nitro-1,2-naphthalenediol	Xenobiotics metabolism
247.0092	C00131	M(C13)+2H[2+]	-0.0002	dATP; 2'-Deoxyadenosine 5'-triphosphate; Deoxyadenosine 5'-triphosphate; Deoxyadenosine triphosphate	Pyrimidine metabolism$Hexose phosphorylation$Purine metabolism
247.0092	C04549	M+H+Na[2+]	-0.0004	1-Phosphatidyl-1D-myo-inositol 3-phosphate; 1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3'-phosphate)	Phosphatidylinositol phosphate metabolism
247.0099	C00131	M(C13)+2H[2+]	0.0005	dATP; 2'-Deoxyadenosine 5'-triphosphate; Deoxyadenosine 5'-triphosphate; Deoxyadenosine triphosphate	Pyrimidine metabolism$Hexose phosphorylation$Purine metabolism
247.0099	C04549	M+H+Na[2+]	0.0003	1-Phosphatidyl-1D-myo-inositol 3-phosphate; 1,2-Diacyl-sn-glycero-3-phospho-(1'-myo-inositol-3'-phosphate)	Phosphatidylinositol phosphate metabolism
247.0562	C14784	M+HCOONa[1+]	-0.0015	1,2-Dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene	Xenobiotics metabolism
248.0576	C00647	M[1+]	0.0014	Pyridoxamine phosphate; Pyridoxamine 5-phosphate; Pyridoxamine 5'-phosphate	Vitamin B6 (pyridoxine) metabolism
249.0569	C00031	M+HCOONa[1+]	-0.0012	D-Glucose; Grape sugar; Dextrose	Galactose metabolism$Glycosphingolipid metabolism$Starch and Sucrose Metabolism$N-Glycan biosynthesis$Glycolysis and Gluconeogenesis$Fructose and mannose metabolism$Hexose phosphorylation
249.0569	C00095	M+HCOONa[1+]	-0.0012	D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose	Galactose metabolism$Hexose phosphorylation$Fructose and mannose metabolism
249.0569	C00124	M+HCOONa[1+]	-0.0012	D-Galactose	Phosphatidylinositol phosphate metabolism$Galactose metabolism$Glycosphingolipid metabolism$Sialic acid metabolism$Chondroitin sulfate degradation$Keratan sulfate degradation$N-Glycan Degradation$Glycosphingolipid biosynthesis - ganglioseries$Heparan sulfate degradation
249.0569	C00137	M+HCOONa[1+]	-0.0012	myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I	Phosphatidylinositol phosphate metabolism$Glycerophospholipid metabolism$Sialic acid metabolism
249.0569	C00159	M+HCOONa[1+]	-0.0012	D-Mannose; Mannose; Seminose; Carubinose	Galactose metabolism$N-Glycan Degradation$N-Glycan biosynthesis$Hexose phosphorylation$Fructose and mannose metabolism
249.0569	C00221	M+HCOONa[1+]	-0.0012	beta-D-Glucose	Glycolysis and Gluconeogenesis$Galactose metabolism$Pentose phosphate pathway$Starch and Sucrose Metabolism$Sialic acid metabolism
249.0569	C00247	M+HCOONa[1+]	-0.0012	L-Sorbose; L-xylo-Hexulose	
249.0569	C00267	M+HCOONa[1+]	-0.0012	alpha-D-Glucose	Glycolysis and Gluconeogenesis$Galactose metabolism$Fructose and mannose metabolism$Starch and Sucrose Metabolism$Sialic acid metabolism
249.0569	C00293	M+HCOONa[1+]	-0.0012	Glucose	
249.0569	C00738	M+HCOONa[1+]	-0.0012	D-Hexose	Hexose phosphorylation
249.0569	C00795	M+HCOONa[1+]	-0.0012	D-Tagatose; lyxo-Hexulose	Galactose metabolism
249.0569	C00936	M+HCOONa[1+]	-0.0012		Tryptophan metabolism
249.0569	C00962	M+HCOONa[1+]	-0.0012	beta-D-Galactose	Glycosphingolipid metabolism
249.0569	C00984	M+HCOONa[1+]	-0.0012	alpha-D-Galactose	Glycosphingolipid biosynthesis - globoseries
249.0569	C01582	M+HCOONa[1+]	-0.0012	Galactose	Glycosphingolipid metabolism$Glycosphingolipid biosynthesis - ganglioseries$Glycerophospholipid metabolism$Sialic acid metabolism
249.0569	C02336	M+HCOONa[1+]	-0.0012	beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose	Galactose metabolism
249.0569	C07480	M+HCOONa[1+]	-0.0025		Caffeine metabolism
249.0569	C13747	M+HCOONa[1+]	-0.0025	1,7-Dimethylxanthine; Paraxanthine	Caffeine metabolism
249.0796	C05931	M(C13)+H[1+]	-0.0003	N-Succinyl-L-glutamate; (2S)-2-(3-Carboxypropanoylamino)pentanedioic acid	Aspartate and asparagine metabolism
250.0367	nrpphrsf	M+H[1+]	-0.0013	Sulfate derivative of norepinephrine	Tyrosine metabolism
250.0606	C00669	M[1+]	-0.0017	gamma-L-Glutamyl-L-cysteine; L-gamma-Glutamylcysteine; 5-L-Glutamyl-L-cysteine; gamma-Glutamylcysteine	Glutathione Metabolism$Aspartate and asparagine metabolism$Glutamate metabolism
250.0606	C15976	M(C13)+2H[2+]	0.0004	2-Methyl-1-hydroxypropyl-ThPP; 2-Methyl-1-hydroxypropyl-TPP	Valine, leucine and isoleucine degradation
250.0712	C05931	M(Cl37)+H[1+]	-0.0025	N-Succinyl-L-glutamate; (2S)-2-(3-Carboxypropanoylamino)pentanedioic acid	Aspartate and asparagine metabolism
250.0712	C05931	M(S34)+H[1+]	-0.0011	N-Succinyl-L-glutamate; (2S)-2-(3-Carboxypropanoylamino)pentanedioic acid	Aspartate and asparagine metabolism
250.092	C01136	M+H[1+]	-0.001	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide	Glycolysis and Gluconeogenesis
250.1173	C11061	M+H+Na[2+]	-0.0015	all-trans-Retinoyl-beta-glucuronide; Retinoyl glucuronide	Vitamin A (retinol) metabolism
251.0412	nrpphrsf	M(C13)+H[1+]	-0.0002	Sulfate derivative of norepinephrine	Tyrosine metabolism
251.068	C00669	M+H[1+]	-0.0016	gamma-L-Glutamyl-L-cysteine; L-gamma-Glutamylcysteine; 5-L-Glutamyl-L-cysteine; gamma-Glutamylcysteine	Glutathione Metabolism$Aspartate and asparagine metabolism$Glutamate metabolism
251.068	C11924	M+HCOOK[1+]	0.0	Perillic acid	
251.0695	C00669	M+H[1+]	-0.0001	gamma-L-Glutamyl-L-cysteine; L-gamma-Glutamylcysteine; 5-L-Glutamyl-L-cysteine; gamma-Glutamylcysteine	Glutathione Metabolism$Aspartate and asparagine metabolism$Glutamate metabolism
251.0695	C11924	M+HCOOK[1+]	0.0015	Perillic acid	
251.0958	C01136	M(C13)+H[1+]	-0.0006	S-Acetyldihydrolipoamide; 6-S-Acetyldihydrolipoamide	Glycolysis and Gluconeogenesis
251.1997	C06424	M+Na[1+]	0.0015	Tetradecanoic acid; Tetradecanoate; Myristic acid	Fatty acid activation$De novo fatty acid biosynthesis$Xenobiotics metabolism$Fatty Acid Metabolism
252.0717	C00669	M(C13)+H[1+]	-0.0013	gamma-L-Glutamyl-L-cysteine; L-gamma-Glutamylcysteine; 5-L-Glutamyl-L-cysteine; gamma-Glutamylcysteine	Glutathione Metabolism$Aspartate and asparagine metabolism$Glutamate metabolism
252.1789	C16560	M(C13)+H[1+]	0.0001	3-Hydroxylidocaine	Drug metabolism - cytochrome P450
253.0072	C00117	M+Na[1+]	-0.0013	D-Ribose 5-phosphate; Ribose 5-phosphate	Pentose phosphate pathway
253.0072	C00199	M+Na[1+]	-0.0013	D-Ribulose 5-phosphate	Pentose and Glucuronate Interconversions$Pentose phosphate pathway
253.0072	C00231	M+Na[1+]	-0.0013	D-Xylulose 5-phosphate	Pentose and Glucuronate Interconversions$Carbon fixation$Pentose phosphate pathway
253.0072	C00442	M+Na[1+]	-0.0012	alpha-D-Ribose 1-phosphate	Pyrimidine metabolism$Vitamin B3 (nicotinate and nicotinamide) metabolism$Purine metabolism$Pentose phosphate pathway
253.0072	C00620	M+Na[1+]	-0.0013	alpha-D-Ribose 1-phosphate; Ribose 1-phosphate; D-Ribose 1-phosphate	Pentose phosphate pathway
253.0072	C01101	M+Na[1+]	-0.0013	L-Ribulose 5-phosphate	Pentose phosphate pathway
253.0072	C03736	M+Na[1+]	-0.0013	alpha-D-Ribose 5-phosphate	
